SalesID,Date,Year,Product,Region,CustomerID,Quantity,Sales,Revenue,Profit
1041,2022-07-20,2022,Keyboard,South,C041,2,142211,142552,
1042,2022-12-07,2022,SSD,West,C042,14,127807,135793,7986
1043,2022-05-01,2022,Router,East,C043,6,99845,99980,135
1044,2024-07-20,2024,Headphone,South,C044,10,111388,120593,9205
1045,2023-01-24,2023,Projector,Central,C045,10,57568,58626,1058
1046,2022-05-05,2022,Projector,West,C046,11,15485,16406,921
1047,2024-10-26,2024,Power Bank,North,C047,17,41770,42801,1031
1048,2023-01-16,2023,Router,North,C048,3,18315,22268,3953
1049,2023-05-20,2023,Tablet,Central,C049,19,10918,12361,1443
1050,2024-12-06,2024,Graphics Card,South,C050,11,68858,72304,3446
1051,2023-06-28,2023,Smartphone,East,C051,13,34808,39823,5015
1052,2022-05-29,2022,Monitor,North,C052,1,120636,129960,9324
1053,2023-03-13,2023,Speaker,North,C053,17,70020,72290,2270
1054,2023-05-16,2023,Smartphone,Central,C054,12,75207,77891,2684
1055,2023-09-12,2023,USB Drive,East,C055,20,139158,139386,228
1056,2022-08-01,2022,Monitor,Central,C056,5,,,1991
1057,2022-11-15,2022,Graphics Card,South,C057,9,74360,77910,3550
1058,2023-06-25,2023,Mouse,North,C058,17,128565,132779,4214
1059,2024-05-17,2024,Graphics Card,South,C059,9,12057,12215,158
1060,2023-06-21,2023,Tablet,Central,C060,6,116324,125462,9138
1061,2022-01-20,2022,USB Drive,North,C061,4,20224,22766,2542
1062,2024-01-27,2024,Tablet,South,C062,19,145341,147867,2526
1063,2022-03-27,2022,Speaker,South,C063,10,96091,96844,753
1064,2023-05-27,2023,Tablet,Central,C064,4,93214,102487,9273
1065,2022-11-13,2022,Tablet,North,C065,8,43098,46098,3000
1066,2023-01-03,2023,RAM,South,C066,11,108428,112593,4165
1067,2022-08-10,2022,HDD,South,C067,13,10651,18462,7811
1068,2024-07-31,2024,HDD,North,C068,12,80503,84331,3828
1069,2023-01-31,2023,Keyboard,East,C069,13,86551,91215,4664
1070,2023-12-21,2023,Graphics Card,North,C070,17,105273,114158,8885
1071,2022-08-25,2022,RAM,North,C071,,47310,56922,9612
1072,2022-08-11,2022,Graphics Card,West,C072,20,114418,120181,5763
1073,2024-11-13,2024,SSD,East,C073,4,101476,111022,9546
1074,2022-04-01,2022,USB Drive,South,C074,14,943,9561,8618
1075,2024-01-16,2024,Scanner,East,C075,14,18843,24352,5509
1076,2022-09-13,2022,Tablet,East,C076,10,133439,138606,5167
1077,2024-04-04,2024,SSD,West,C077,10,145835,148020,2185
1078,2024-02-16,2024,Router,Central,C078,6,149687,154717,5030
1079,2022-01-01,2022,Tablet,Central,C079,10,75712,79255,3543
1080,2023-10-22,2023,SSD,Central,C080,15,116311,123655,7344
1081,2024-08-27,2024,Power Bank,Central,C081,6,22728,27477,4749
1082,2023-11-18,2023,HDD,South,C082,3,62069,67254,5185
1083,2022-10-29,2022,Headphone,Central,C083,1,12614,16725,4111
1084,2022-05-30,2022,SSD,West,C084,15,109143,118674,9531
1085,2024-10-09,2024,Laptop,North,C085,13,64459,66976,2517
1086,2024-05-20,2024,,North,C086,8,46607,55193,8586
1087,2023-05-26,2023,Smartphone,Central,C087,4,120158,122442,2284
1088,2023-10-12,2023,USB Drive,West,C088,15,132824,139915,7091
1089,2022-11-22,2022,HDD,East,C089,16,118483,122829,4346
1090,2024-12-03,2024,Smartphone,North,C090,16,63216,67815,4599
1091,2023-08-09,2023,Graphics Card,Central,C091,8,71728,77330,5602
1092,2022-06-15,2022,Router,South,C092,5,40039,43927,3888
1093,2023-03-15,2023,Graphics Card,Central,C093,3,109255,116033,6778
1094,2024-08-12,2024,Tablet,West,C094,14,16822,20310,3488
1095,2022-02-10,2022,Laptop,East,C095,19,100214,108128,7914
1096,2023-09-04,2023,USB Drive,Central,C096,13,110343,119261,8918
1097,2023-03-28,2023,Tablet,West,C097,16,58020,62591,4571
1098,2022-03-01,2022,Webcam,West,C098,13,88614,95338,6724
1099,2022-09-19,2022,Router,Central,C099,20,140517,141058,541
1100,2022-02-25,2022,Smartphone,South,C100,3,112858,115181,2323
1101,2022-04-13,2022,SSD,West,C101,9,99879,105342,5463
1102,2023-11-01,2023,Tablet,East,C102,11,99885,104543,4658
1103,2022-06-17,2022,Mouse,East,C103,16,5581,14518,8937
1104,2023-04-05,2023,HDD,South,C104,3,11053,11661,608
1105,2022-02-11,2022,Printer,West,C105,20,40446,44454,4008
1106,2022-08-23,2022,RAM,East,C106,19,57638,65357,7719
1107,2022-12-10,2022,Processor,North,C107,20,30524,33307,2783
1108,2022-02-22,2022,SSD,North,C108,10,98884,105482,6598
1109,2023-05-13,2023,Monitor,Central,C109,4,79558,89495,9937
1110,2022-03-26,2022,Speaker,North,C110,12,140155,147273,7118
1111,2024-11-02,2024,Headphone,North,C111,11,3816,10798,6982
1112,2024-06-06,2024,Tablet,South,C112,12,121017,123623,2606
1113,2024-12-04,2024,Smartphone,West,C113,9,141578,149599,8021
1114,2023-07-04,2023,RAM,West,C114,11,64855,66374,1519
1115,2023-05-15,2023,Graphics Card,North,C115,15,149882,156191,6309
1116,2024-10-09,2024,SSD,East,C116,11,48168,56256,8088
1117,2023-06-14,2023,RAM,Central,C117,11,73810,83677,9867
1118,2022-01-21,2022,HDD,West,C118,17,50584,52086,1502
1119,2024-09-27,2024,Headphone,West,C119,18,63499,71399,7900
1120,2022-02-05,2022,Router,South,C120,3,77632,81362,3730
1121,2023-09-20,2023,USB Drive,,C121,19,97236,105089,7853
1122,2023-12-06,2023,Speaker,West,C122,14,144781,150300,5519
1123,2023-07-09,2023,Monitor,South,C123,10,66403,70280,3877
1124,2023-10-09,2023,SSD,South,C124,4,140973,144106,3133
1125,2024-09-18,2024,Processor,North,C125,9,138030,147907,9877
1126,2023-02-02,2023,Webcam,East,C126,10,60133,66145,6012
1127,2022-01-29,2022,Mouse,North,C127,18,33682,38276,4594
1128,2023-08-22,2023,Laptop,Central,C128,5,129180,130960,1780
1129,2023-08-06,2023,Graphics Card,South,C129,16,125992,133308,7316
1130,2022-04-16,2022,Keyboard,West,C130,9,125733,127702,1969
1131,2024-10-04,2024,Printer,Central,C131,3,14553,17138,2585
1132,2023-09-15,2023,USB Drive,West,C132,3,65561,67601,2040
1133,2023-04-08,2023,Smartphone,East,C133,17,100213,107694,7481
1134,2024-05-28,2024,Scanner,North,C134,10,149562,150648,1086
1135,2023-03-02,2023,Webcam,South,C135,7,69875,71305,1430
1136,2022-12-22,2022,Laptop,West,C136,18,20177,22841,2664
1137,2024-07-11,2024,Mouse,South,C137,20,123684,128555,4871
1138,2023-08-14,2023,HDD,East,C138,10,119521,120787,1266
1139,2023-02-10,2023,HDD,South,C139,14,30587,39609,9022
1140,2023-06-29,2023,Webcam,East,C140,5,19219,20296,1077
1141,2023-08-15,2023,Processor,West,C141,15,33098,40877,7779
1142,2023-07-12,2023,Smartphone,North,C142,17,142052,150242,8190
1143,2022-03-23,2022,RAM,North,C143,14,84994,94985,9991
1144,2022-07-07,2022,Projector,North,C144,8,5938,10453,4515
1145,2022-12-25,2022,RAM,South,C145,16,136543,143888,7345
1146,2024-06-11,2024,Speaker,West,C146,16,24418,32218,7800
1147,2023-11-14,2023,Graphics Card,West,C147,11,27920,30654,2734
1148,2024-10-11,2024,Mouse,West,C148,10,105476,114588,9112
1149,2022-06-30,2022,Monitor,West,C149,11,66664,72060,5396
1150,2024-11-19,2024,Tablet,North,C150,1,142737,150406,7669
1151,2023-01-20,2023,Smartphone,North,C151,17,95338,,8267
1152,2023-02-21,2023,Processor,West,C152,9,144474,146720,2246
1153,2024-09-19,2024,Webcam,East,C153,4,8067,12087,4020
1154,2022-01-29,2022,HDD,North,C154,18,107452,109079,1627
1155,2024-08-03,2024,Processor,Central,C155,4,40862,49127,8265
1156,2023-07-14,2023,HDD,West,C156,14,126984,134820,7836
1157,2022-10-24,2022,Power Bank,South,C157,13,50467,60387,9920
1158,2022-05-23,2022,Power Bank,East,C158,9,109274,114942,5668
1159,2022-01-06,2022,Projector,West,C159,10,78764,88480,9716
1160,2022-11-01,2022,Speaker,East,C160,15,141685,149720,8035
1161,2024-02-12,2024,HDD,Central,C161,15,84852,88042,3190
1162,2024-02-24,2024,Graphics Card,West,C162,8,108182,108997,815
1163,2024-02-20,2024,Mouse,South,C163,13,40373,48588,8215
1164,2024-10-25,2024,Smartphone,North,C164,19,87530,89274,1744
1165,2024-12-13,2024,Tablet,South,C165,15,4523,6984,2461
1166,2022-06-03,2022,Scanner,West,C166,16,69974,75620,5646
1167,2022-06-14,2022,Graphics Card,West,C167,11,140385,146711,6326
1168,2022-03-15,2022,Processor,South,C168,20,18436,22382,3946
1169,2022-07-05,2022,Smartphone,South,C169,14,26306,28052,1746
1170,2023-09-06,2023,Mouse,East,C170,1,12556,17970,5414
1171,2024-01-05,2024,HDD,Central,C171,12,113401,115886,2485
1172,2024-04-23,2024,Webcam,North,C172,19,47700,50585,2885
1173,2024-02-23,2024,Projector,South,C173,20,63632,71885,8253
1174,2023-04-21,2023,RAM,North,C174,15,67078,74707,7629
1175,2024-08-10,2024,Keyboard,West,C175,10,143787,146475,2688
1176,2023-12-09,2023,RAM,West,C176,19,78921,85972,7051
1177,2023-09-11,2023,Monitor,South,C177,7,101345,109361,8016
1178,2024-02-21,2024,Processor,East,C178,19,94598,104115,9517
1179,2022-02-14,2022,Projector,North,C179,13,72453,72685,232
1180,2024-10-14,2024,HDD,South,C180,10,60824,66696,5872
1181,2023-05-29,2023,Processor,West,C181,5,,26715,745
1182,2022-03-10,2022,Keyboard,East,C182,19,96146,98399,2253
1183,2023-11-01,2023,Printer,Central,C183,14,46542,49931,3389
1184,2024-01-20,2024,Webcam,East,C184,17,132042,136607,4565
1185,2024-09-13,2024,Smartphone,North,C185,10,89292,91278,1986
1186,2022-10-16,2022,Speaker,North,C186,8,104679,113910,9231
1187,2024-03-19,2024,Monitor,West,C187,1,69826,78717,8891
1188,2024-01-25,2024,Monitor,South,C188,9,100383,106569,6186
1189,2024-08-23,2024,Scanner,South,C189,1,147669,153143,5474
1190,2022-05-10,2022,Monitor,South,C190,15,79717,86506,6789
1191,2022-04-03,2022,Monitor,North,C191,2,80287,88458,8171
1192,2023-04-26,2023,Smartphone,East,C192,18,36063,42530,6467
1193,2024-05-08,2024,Monitor,West,C193,19,41007,47904,6897
1194,2024-04-15,2024,SSD,West,C194,9,9076,15246,6170
1195,2024-06-29,2024,Speaker,Central,C195,8,95575,97302,1727
1196,2024-01-05,2024,SSD,North,C196,2,104869,109489,4620
1197,2024-07-20,2024,Laptop,North,C197,3,56102,65985,9883
1198,2023-11-15,2023,SSD,North,C198,8,33510,42860,9350
1199,2023-03-01,2023,Graphics Card,South,C199,19,57110,61027,3917
1200,2022-01-06,2022,USB Drive,East,C200,9,38429,40658,2229
1201,2022-12-24,2022,Laptop,East,C201,4,7258,9517,2259
1202,2023-05-03,2023,Webcam,East,C202,19,85374,85732,358
1203,2022-04-18,2022,Monitor,North,C203,5,110852,119571,8719
1204,2024-09-02,2024,Projector,North,C204,15,95406,103914,8508
1205,2024-07-14,2024,Power Bank,East,C205,17,58577,59387,810
1206,2024-07-27,2024,Router,West,C206,1,16445,24392,7947
1207,2022-08-10,2022,Keyboard,East,C207,16,116777,118081,1304
1208,2022-10-31,2022,Scanner,Central,C208,3,33580,38185,4605
1209,2023-10-28,2023,Smartphone,Central,C209,13,139582,144513,4931
1210,2024-05-31,2024,SSD,West,C210,4,30492,39625,9133
1211,2024-07-13,2024,Smartphone,West,C211,8,108978,114631,
1212,2024-05-01,2024,Graphics Card,East,C212,4,82432,89524,7092
1213,2024-02-06,2024,Keyboard,North,C213,5,124826,126025,1199
1214,2022-07-10,2022,Printer,Central,C214,14,25813,32018,6205
1215,2022-05-03,2022,Graphics Card,North,C215,19,147716,157018,9302
1216,2024-04-21,2024,Processor,Central,C216,12,111370,112312,942
1217,2023-10-02,2023,Power Bank,South,C217,12,27658,37226,9568
1218,2022-11-13,2022,Speaker,Central,C218,16,59284,61157,1873
1219,2024-01-23,2024,HDD,West,C219,4,73524,83030,9506
1220,2022-02-23,2022,Webcam,East,C220,20,70609,71183,574
1221,2023-09-25,2023,Webcam,South,C221,11,92518,92718,200
1222,2024-03-31,2024,Keyboard,Central,C222,3,37691,38293,602
1223,2023-03-17,2023,Graphics Card,South,C223,13,110556,,7532
1224,2024-01-28,2024,Scanner,North,C224,10,85535,94934,9399
1225,2022-04-18,2022,Keyboard,East,C225,5,41764,42679,915
1226,2024-06-26,2024,Tablet,East,C226,14,127813,135155,7342
1227,2023-03-18,2023,Tablet,North,C227,17,30336,36091,5755
1228,2023-08-04,2023,Processor,North,C228,19,128067,136800,8733
1229,2023-03-28,2023,SSD,East,C229,13,14860,15085,225
1230,2023-03-09,2023,Graphics Card,North,C230,5,67482,72324,4842
1231,2022-01-16,2022,Printer,West,C231,16,113393,116371,2978
1232,2024-12-26,2024,Speaker,North,C232,8,131640,140894,9254
1233,2024-03-24,2024,Smartphone,North,C233,2,114852,115259,407
1234,2023-10-04,2023,Router,West,C234,19,113034,122528,9494
1235,2023-08-16,2023,Graphics Card,South,C235,4,106676,107117,441
1236,2024-07-31,2024,Monitor,South,C236,12,23602,30857,7255
1237,2024-06-11,2024,Keyboard,West,C237,19,105475,114159,8684
1238,2023-09-28,2023,Webcam,North,C238,11,58583,64139,5556
1239,2024-11-11,2024,SSD,East,C239,4,139594,148049,8455
1240,2023-12-21,2023,Printer,East,C240,5,62436,64220,1784
1241,2023-02-09,2023,Webcam,West,C241,6,40573,41907,1334
1242,2024-08-08,2024,Scanner,East,C242,19,118177,127525,9348
1243,2023-10-10,2023,Headphone,West,C243,5,115781,116999,1218
1244,2023-09-13,2023,Power Bank,North,C244,9,15225,21091,5866
1245,2023-09-28,2023,Mouse,East,C245,15,118966,119682,716
1246,2023-08-11,2023,Power Bank,West,C246,3,24170,34003,9833
1247,2024-08-05,2024,Smartphone,Central,C247,19,145810,146582,772
1248,2023-01-21,2023,Printer,North,C248,11,125183,133497,8314
1249,2024-07-11,2024,Power Bank,South,C249,4,90530,92011,1481
1250,2022-03-22,2022,Power Bank,Central,C250,8,115255,122554,7299
1251,2022-11-22,2022,Router,West,C251,12,98240,102974,4734
1252,2023-11-24,2023,Keyboard,East,C252,20,14227,19809,5582
1253,2022-07-13,2022,RAM,Central,C253,18,101835,106590,4755
1254,2022-11-04,2022,Printer,East,C254,11,21865,31512,9647
1255,2023-09-28,2023,Keyboard,East,C255,13,34303,44152,9849
1256,2024-02-11,2024,,,C256,11,34000,42724,8724
1257,2024-11-07,2024,Processor,South,C257,12,5279,11319,6040
1258,2023-03-15,2023,HDD,South,C258,11,127973,131218,3245
1259,2022-11-14,2022,Power Bank,Central,C259,3,78040,79797,1757
1260,2024-12-14,2024,Scanner,West,C260,2,88780,91027,2247
1261,2022-11-12,2022,Smartphone,North,C261,6,47907,50719,2812
1262,2024-04-21,2024,Scanner,East,C262,12,62767,70144,7377
1263,2024-07-08,2024,Processor,West,C263,8,140487,144505,4018
1264,2023-02-02,2023,Processor,West,C264,12,115999,123663,7664
1265,2024-10-26,2024,SSD,Central,C265,17,110249,113004,2755
1266,2022-10-11,2022,Speaker,Central,C266,9,14178,22151,7973
1267,2022-07-30,2022,Keyboard,South,C267,17,33183,37953,4770
1268,2023-07-13,2023,Tablet,North,C268,15,135072,137586,2514
1269,2023-03-31,2023,Tablet,North,C269,15,92141,92677,536
1270,2024-03-22,2024,Router,North,C270,17,98531,102493,3962
1271,2024-02-07,2024,Monitor,East,C271,8,7889,13210,5321
1272,2022-10-27,2022,Headphone,South,C272,5,10540,15340,4800
1273,2024-08-18,2024,Laptop,East,C273,15,1876,3274,1398
1274,2023-03-18,2023,Tablet,North,C274,5,144365,153112,8747
1275,2023-08-14,2023,Mouse,South,C275,8,79444,81540,2096
1276,2024-05-09,2024,Monitor,West,C276,20,120329,121458,1129
1277,2022-02-03,2022,Processor,West,C277,17,63922,66374,2452
1278,2022-01-04,2022,Projector,West,C278,20,92988,97029,4041
1279,2023-01-19,2023,Keyboard,Central,C279,3,137728,143736,6008
1280,2024-11-05,2024,Router,West,C280,17,145767,146200,433
1281,2022-03-31,2022,Laptop,East,C281,13,98358,102613,4255
1282,2022-05-19,2022,Projector,East,C282,12,63709,65507,1798
1283,2022-10-01,2022,Graphics Card,South,C283,2,92853,101898,9045
1284,2024-08-09,2024,Keyboard,West,C284,16,48283,50592,2309
1285,2022-03-17,2022,SSD,North,C285,10,53345,54162,817
1286,2023-10-09,2023,USB Drive,West,C286,10,135604,142228,6624
1287,2023-06-03,2023,Speaker,North,C287,2,50596,55383,4787
1288,2023-11-11,2023,Tablet,West,C288,9,33130,39259,6129
1289,2024-06-19,2024,Headphone,West,C289,13,89376,92536,3160
1290,2024-01-23,2024,Tablet,North,C290,17,70419,71872,1453
1291,2024-05-31,2024,Processor,East,C291,20,47805,56842,9037
1292,2022-07-30,2022,Processor,West,C292,3,86462,91405,4943
1293,2024-05-22,2024,Smartphone,North,C293,6,116867,122726,5859
1294,2023-12-24,2023,Mouse,North,C294,20,114517,119115,4598
1295,2024-04-11,2024,Laptop,South,C295,12,135002,137723,2721
1296,2024-06-16,2024,HDD,East,C296,2,33590,34791,1201
1297,2024-01-12,2024,Scanner,South,C297,13,149199,149829,630
1298,2024-07-10,2024,Keyboard,Central,C298,12,98021,105394,7373
1299,2022-10-09,2022,Graphics Card,East,C299,17,96693,103314,6621
1300,2023-05-27,2023,Headphone,Central,C300,4,7293,10441,3148
1301,2024-03-03,2024,RAM,West,C301,,31370,35758,4388
1302,2023-03-16,2023,SSD,North,C302,20,75362,83509,8147
1303,2022-10-05,2022,Smartphone,North,C303,3,119000,121928,2928
1304,2023-10-17,2023,USB Drive,East,C304,12,17523,26634,9111
1305,2023-09-07,2023,Power Bank,South,C305,6,46136,52158,6022
1306,2022-09-06,2022,Headphone,North,C306,7,36905,40883,3978
1307,2024-01-10,2024,USB Drive,South,C307,18,97207,104964,7757
1308,2022-06-26,2022,Headphone,Central,C308,3,81578,88201,6623
1309,2024-04-21,2024,Graphics Card,North,C309,14,19833,21986,2153
1310,2024-07-10,2024,Printer,Central,C310,15,136122,141866,5744
1311,2023-01-08,2023,Mouse,North,C311,5,113908,122246,8338
1312,2024-11-27,2024,Webcam,East,C312,5,80224,83021,2797
1313,2023-04-07,2023,Keyboard,East,C313,12,136525,141278,4753
1314,2023-02-07,2023,Processor,Central,C314,18,72445,74595,2150
1315,2024-12-28,2024,Projector,Central,C315,3,132246,135108,2862
1316,2022-11-12,2022,Mouse,North,C316,6,89004,98338,9334
1317,2022-06-16,2022,Projector,West,C317,2,69877,73430,3553
1318,2022-03-04,2022,Processor,West,C318,16,143519,148364,4845
1319,2023-05-17,2023,Keyboard,North,C319,13,78470,86000,7530
1320,2022-11-20,2022,Smartphone,South,C320,15,109452,117485,8033
1321,2023-11-28,2023,Graphics Card,East,C321,20,38161,43382,5221
1322,2024-03-27,2024,USB Drive,North,C322,5,97634,106171,8537
1323,2023-10-16,2023,RAM,West,C323,8,122782,124889,2107
1324,2023-05-23,2023,Processor,West,C324,5,25878,26807,929
1325,2024-05-06,2024,Projector,East,C325,8,42364,47828,5464
1326,2023-01-24,2023,Smartphone,West,C326,6,131117,139650,8533
1327,2023-09-24,2023,Router,Central,C327,16,6575,8150,1575
1328,2024-07-25,2024,Speaker,North,C328,8,56898,66555,9657
1329,2022-04-14,2022,Headphone,East,C329,10,130233,140122,9889
1330,2022-01-17,2022,RAM,East,C330,4,113465,115759,2294
1331,2024-04-05,2024,Mouse,Central,C331,12,12360,19023,6663
1332,2023-02-03,2023,Keyboard,West,C332,12,145524,150352,4828
1333,2024-10-29,2024,Scanner,Central,C333,15,144641,149323,4682
1334,2022-09-01,2022,Speaker,East,C334,5,25844,32397,6553
1335,2024-01-19,2024,Power Bank,West,C335,5,52681,62651,9970
1336,2024-10-21,2024,Printer,East,C336,2,12376,13113,737
1337,2024-08-28,2024,Scanner,Central,C337,17,120296,122836,2540
1338,2022-10-14,2022,Router,Central,C338,11,84000,86762,2762
1339,2023-09-05,2023,Power Bank,Central,C339,19,88678,97089,8411
1340,2024-09-30,2024,Laptop,East,C340,19,79088,86968,7880
1341,2023-11-10,2023,Processor,North,C341,4,109693,119356,9663
1342,2024-08-29,2024,Projector,West,C342,9,60149,61090,941
1343,2022-12-16,2022,HDD,North,C343,17,100164,102685,2521
1344,2022-08-14,2022,Graphics Card,West,C344,7,5464,12789,7325
1345,2022-11-07,2022,Power Bank,Central,C345,14,53948,60771,6823
1346,2024-08-23,2024,SSD,Central,C346,2,36697,45295,8598
1347,2023-10-28,2023,Graphics Card,South,C347,16,138250,144523,6273
1348,2024-07-30,2024,Speaker,East,C348,18,90238,99288,9050
1349,2024-09-18,2024,USB Drive,East,C349,7,65123,69794,4671
1350,2023-04-06,2023,Headphone,East,C350,10,76260,79756,3496
1351,2024-09-09,2024,Processor,,C351,12,147428,152008,4580
1352,2024-02-17,2024,Processor,North,C352,13,90974,93473,2499
1353,2023-08-13,2023,RAM,West,C353,3,91297,98644,7347
1354,2023-03-15,2023,USB Drive,East,C354,7,141684,146226,4542
1355,2022-10-09,2022,Mouse,Central,C355,4,63226,67298,4072
1356,2023-04-08,2023,Tablet,East,C356,8,14260,16001,1741
1357,2024-08-25,2024,USB Drive,South,C357,4,36536,36720,184
1358,2024-04-13,2024,Processor,East,C358,16,125660,129027,3367
1359,2023-08-08,2023,HDD,Central,C359,2,23951,33457,9506
1360,2022-03-18,2022,Mouse,West,C360,6,110046,113026,2980
1361,2024-10-11,2024,Laptop,East,C361,6,76382,77095,713
1362,2022-08-08,2022,USB Drive,Central,C362,11,75096,82640,7544
1363,2024-10-08,2024,RAM,South,C363,5,132676,140444,7768
1364,2022-08-19,2022,RAM,South,C364,11,43096,50714,7618
1365,2022-01-29,2022,SSD,South,C365,11,77838,87240,9402
1366,2024-04-10,2024,Keyboard,West,C366,14,135577,141049,5472
1367,2022-07-15,2022,Graphics Card,South,C367,6,37360,45282,7922
1368,2022-01-14,2022,Smartphone,East,C368,9,101051,105009,3958
1369,2023-11-07,2023,Speaker,South,C369,10,3497,7882,4385
1370,2022-05-08,2022,Webcam,West,C370,4,122500,127626,5126
1371,2024-10-26,2024,Speaker,Central,C371,10,31279,36212,4933
1372,2023-03-29,2023,Printer,West,C372,8,35514,43448,7934
1373,2024-02-05,2024,USB Drive,South,C373,14,144478,152292,7814
1374,2023-05-22,2023,Smartphone,Central,C374,20,21961,30670,8709
1375,2024-01-11,2024,Mouse,Central,C375,3,148393,150331,1938
1376,2024-11-01,2024,Webcam,East,C376,7,141182,143737,2555
1377,2024-12-01,2024,Projector,West,C377,15,30971,34436,3465
1378,2022-07-06,2022,Smartphone,South,C378,17,117280,118291,1011
1379,2024-11-17,2024,Mouse,Central,C379,14,120246,129585,9339
1380,2024-08-04,2024,RAM,North,C380,10,6206,12793,6587
1381,2023-03-23,2023,Tablet,East,C381,19,19644,20486,842
1382,2022-05-11,2022,Headphone,North,C382,18,16295,17525,1230
1383,2023-08-11,2023,Tablet,East,C383,14,47681,49999,2318
1384,2024-02-23,2024,Keyboard,Central,C384,15,99458,105712,6254
1385,2022-09-30,2022,USB Drive,West,C385,12,31598,34622,3024
1386,2024-12-19,2024,Laptop,East,C386,5,58876,59032,156
1387,2024-08-06,2024,Router,South,C387,18,111682,120497,8815
1388,2023-05-22,2023,RAM,South,C388,15,91243,93884,2641
1389,2022-08-20,2022,HDD,South,C389,2,110401,110757,356
1390,2022-05-18,2022,Scanner,North,C390,4,9301,16715,7414
1391,2023-05-17,2023,HDD,Central,C391,2,105951,113242,7291
1392,2023-03-21,2023,Processor,South,C392,2,37235,45590,8355
1393,2023-10-16,2023,Processor,South,C393,19,84560,88541,3981
1394,2024-12-03,2024,RAM,North,C394,8,108912,113935,5023
1395,2022-12-25,2022,Mouse,East,C395,14,146212,154432,8220
1396,2024-02-20,2024,Tablet,South,C396,17,84054,90975,6921
1397,2023-09-07,2023,Headphone,South,C397,13,48702,57615,8913
1398,2023-04-07,2023,Mouse,Central,C398,10,38340,46026,7686
1399,2024-04-25,2024,Printer,West,C399,14,146589,155372,8783
1400,2023-05-13,2023,Keyboard,,C400,9,53803,,5511
1401,2024-01-30,2024,Mouse,East,C401,3,140913,144133,3220
1402,2024-02-12,2024,SSD,Central,C402,20,10867,12159,1292
1403,2023-03-21,2023,Processor,North,C403,16,55259,60814,5555
1404,2023-03-10,2023,HDD,Central,C404,7,31253,39199,7946
1405,2023-02-23,2023,Graphics Card,East,C405,13,63239,72384,9145
1406,2024-02-19,2024,Processor,East,C406,15,140393,146379,5986
1407,2024-01-07,2024,Monitor,West,C407,17,130858,138593,7735
1408,2023-10-18,2023,Tablet,North,C408,7,97678,102904,5226
1409,2023-03-30,2023,USB Drive,Central,C409,5,4751,9123,4372
